Word,Lemmas
ripen,ripening;ripened;ripens
schizophrenic,schizophrenics
spore,spores;sporing
squatter,squatters
tether,tethered;tethers;tethering
typist,typists
widower,widowers
zeta,zetas
accolade,accolades
biff,biffing;biffs;biffed
cairn,cairns
cal,cals
completeness,completenesses
durability,durabilities
ecologist,ecologists
edifice,edifices
fad,fads
fermentation,fermentations
hinterland,hinterlands
hog,hogs;hogging;hogged
horseback,horsebacks
indiscriminate,indiscriminating
juxtaposition,juxtapositions
mecca,meccas
pall,palled;palls;palling
perestroika,perestroikas
perpetrator,perpetrators
prefix,prefixes;prefixed;prefixing
supplant,supplanted;supplanting;supplants
auditorium,auditoriums;auditoria
billow,billowing;billowed;billows
cashier,cashiers;cashiered;cashiering
celery,celeries
characterization,characterizations
jig,jigs;jigging;jigged
jumbo,jumbos
mane,manes
nana,nanas
orgy,orgies
plotter,plotters
regress,regressed;regressing;regresses
remarry,remarried;remarrying;remarries
shoreline,shorelines
spinach,spinaches
structuralism,structuralisms
stubble,stubbled;stubbles
tuft,tufts;tufting
tulip,tulips
windfall,windfalls
airlift,airlifted;airlifts;airlifting
basilica,basilicas
brandish,brandishing;brandished;brandishes
cloister,cloisters;cloistered;cloistering
disallow,disallowed;disallowing;disallows
dockyard,dockyards
droplet,droplets
eater,eaters
etiquette,etiquettes
headman,headmen
larder,larders
neutrophil,neutrophils
overstate,overstated;overstates;overstating
peerage,peerages
potty,potties;pottier;pottiest
prudence,prudences
quail,quails;quailed;quailing
quantification,quantifications
stalemate,stalemates;stalemated
tut,tutted;tutting;tuts
whitewash,whitewashed;whitewashing;whitewashes
workmanship,workmanships
yardstick,yardsticks
abseil,abseiling;abseils;abseiled;abseilling
buyout,buyouts
devotee,devotees
encroach,encroached;encroaching;encroaches
fang,fangs
lumen,lumens
posit,posited;posits;positing
rescind,rescinded;rescinding;rescinds
sapphire,sapphires
saunter,sauntered;sauntering;saunters
toothbrush,toothbrushes;toothbrushing
tornado,tornados;tornadoes
walkman,walkmans;walkmen
worksheet,worksheets
dabble,dabbling;dabbled;dabbles
elitist,elitists
exhort,exhorted;exhorting;exhorts
fatality,fatalities
ferment,fermenting;fermented;ferments
firewood,firewoods
fussy,fussier;fussies;fussiest
greenfield,greenfields
leer,leered;leering;leers
mandible,mandibles
millet,millets
oar,oars
operatic,operatics
posterior,posteriors
reconstitute,reconstituted;reconstituting;reconstitutes
rota,rotas
scoff,scoffed;scoffing;scoffs
segregate,segregated;segregating;segregates
setup,setups
snare,snares;snared;snaring
specialism,specialisms
spender,spenders
stave,staved;staving;staves;stove
technicality,technicalities
trafficker,traffickers
vampire,vampires
adjunct,adjuncts
ambience,ambiences
caveat,caveats
chrome,chromed;chromes;chroming
commoner,commoners
consternation,consternations
coursework,courseworks
dungeon,dungeons
exuberant,exuberants
fiesta,fiestas
impediment,impediments
indent,indented;indents;indenting
lawsuit,lawsuits
reprisal,reprisals
shimmer,shimmered;shimmers;shimmering
stocky,stockier;stockiest
zaire,zaires
altruism,altruisms
amble,ambled;ambling;ambles
ascendancy,ascendancies
circumference,circumferences
colonialism,colonialisms
congregate,congregated;congregating;congregates
eyelash,eyelashes;eyelashed
lumber,lumbered;lumbering;lumbers
maryland,marylands
natal,natals
percussion,percussions
principality,principalities
rainwater,rainwaters
requisition,requisitions;requisitioned;requisitioning
reshape,reshaping;reshaped;reshapes
roadway,roadways
scorpion,scorpions
sickle,sickles;sickling
stanza,stanzas
thanksgiving,thanksgivings
ventilator,ventilators
westerner,westerners
whack,whacked;whacks;whacking
armpit,armpits
attire,attired;attires;attiring
backstage,backstages
catwalk,catwalks
chromatography,chromatographies
commemorative,commemoratives
cyclical,cyclicals
deixis,deixes
demarcation,demarcations
disinfectant,disinfectants
disquiet,disquieted;disquiets;disquieting
fudge,fudged;fudging;fudges
hotspur,hotspurs
malnutrition,malnutritions
maniac,maniacs
polypeptide,polypeptides
publican,publicans
rafter,rafters;raftered
romanticism,romanticisms
ruddy,ruddier;ruddied;ruddies;ruddys;ruddiest
sheaf,sheaves;sheafs
typeface,typefaces
understatement,understatements
waddle,waddled;waddling;waddles
banter,bantering;bantered;banters
bastion,bastions
befall,befell;befallen;befalls;befalling
binge,binges;bingeing;binged
cert,certs
conscription,conscriptions
crucifixion,crucifixions
disclaimer,disclaimers
exhortation,exhortations
immortality,immortalities
landslide,landslides;landsliding
mallet,mallets
permanence,permanences
perpetrate,perpetrated;perpetrating;perpetrates
polygon,polygons
provost,provosts
quip,quipped;quips;quipping
rearrangement,rearrangements
recharge,recharged;recharging;recharges
redistribute,redistributed;redistributing;redistributes
rut,ruts;rutted;rutting
salmonella,salmonellas
taker,takers
vole,voles
blindfold,blindfolded;blindfolds;blindfolding
borderline,borderlines
botanist,botanists
downtown,downtowner
fissure,fissures;fissuring
glower,glowered;glowering;glowers
gunfire,gunfires
insoluble,insolubles
kilogram,kilograms
lacquer,lacquered;lacquers;lacquering
madman,madmen;madmans
madrigal,madrigals
reinstatement,reinstatements
restitution,restitutions
retrograde,retrogrades;retrograding;retrograded
scullery,sculleries
surrealist,surrealists
truancy,truancies
vial,vials
waiver,waivers;waivered
babble,babbling;babbled;babbles
cheery,cheerier;cheeriest
connoisseur,connoisseurs
craftsmanship,craftsmanships
displeasure,displeasures
eventuality,eventualities
fabricate,fabricated;fabricating;fabricates
fuzzy,fuzziest;fuzzies;fuzzier
ionic,ionics
kansas,kansass
porpoise,porpoises;porpoising;porpoised
prologue,prologues
refuel,refuelling;refuelled;refuels
sac,sacs
sniper,snipers
soot,sooted;sooting;soots
squalor,squalors
superstructure,superstructures
toxicity,toxicities
valence,valences;valenced
wand,wands
collagen,collagens
duress,duresses
fabliau,fabliaus
fatten,fattening;fattened;fattens
froth,frothing;frothed;froths
hypocrite,hypocrites
mace,maces
mach,machs
neptune,neptunes
pervert,perverts;perverted;perverting
phosphorus,phosphoruss
repose,reposed;reposing;reposes
schematic,schematics
schoolteacher,schoolteachers
scuffle,scuffles;scuffling;scuffled
silva,silvas
smallholder,smallholders
stent,stents;stented;stenting
weaponry,weaponries
yoke,yoked;yokes;yoking
aberration,aberrations
brine,brines;brining;brined
coffer,coffers;coffering
conveyancer,conveyancers
deforestation,deforestations
disprove,disproved;disproving;disproves
distillery,distilleries
drench,drenched;drenching;drenches
glossary,glossaries
ingestion,ingestions
kestrel,kestrels
leash,leashes;leashed;leashing
magpie,magpies
mania,manias
mismatch,mismatches;mismatched;mismatching
oxidation,oxidations
pessimism,pessimisms
ranch,ranches;ranching;ranched
rebuff,rebuffed;rebuffs;rebuffing
sheath,sheaths
smog,smogs
subcontractor,subcontractors
thatch,thatching;thatches;thatched
alibi,alibis
angelica,angelicas
astronaut,astronauts
bandwagon,bandwagons;bandwagonning
causeway,causeways;causewayed
chute,chutes;chuted
classy,classier;classiest
decorator,decorators
draftsman,draftsmen
extrovert,extroverts;extroverted
hairstyle,hairstyles;hairstyling
hiccup,hiccups;hiccupped;hiccupping
husbandry,husbandries
juror,jurors
kingship,kingships
libertarian,libertarians
litigant,litigants
lookout,lookouts
lymph,lymphs
padlock,padlocked;padlocks;padlocking
plaza,plazas
predominance,predominances
proverb,proverbs
publicize,publicized;publicizing;publicizes
rationalize,rationalized;rationalizing;rationalizes
stuffy,stuffies;stuffiest;stuffier
wasteland,wastelands
appointee,appointees
belch,belched;belching;belches
bough,boughs;boughing
captaincy,captaincies
consumerism,consumerisms
disincentive,disincentives
fluency,fluencies
freeholder,freeholders
gambler,gamblers
garter,garters;gartering;gartered
gash,gashes;gashed;gashing
glassy,glassiest;glassier
longevity,longevities
materialist,materialists
meteorite,meteorites
nomad,nomads
overly,overlies
petrochemical,petrochemicals
pharmacy,pharmacies
plurality,pluralities
shack,shacks;shacked;shacking
shipowner,shipowners
slurry,slurries;slurried;slurrying
urchin,urchins
adduce,adduced;adduces;adducing
ambit,ambits
biomass,biomasses
breakaway,breakaways
cringe,cringing;cringed;cringes;cringeing
diminutive,diminutives
enliven,enlivened;enlivening;enlivens
fortification,fortifications
goddard,goddards
graduation,graduations
hobble,hobbled;hobbling;hobbles
jeopardize,jeopardized;jeopardizing;jeopardizes
manifold,manifolds;manifolding;manifolded
medic,medics
memento,mementoes;mementos
microscopy,microscopies
oversight,oversights;oversighted
philharmonic,philharmonics
potentiality,potentialities
reclamation,reclamations
transgression,transgressions
unruly,unrulier
alder,alders
cask,casks
cleft,clefts
diminution,diminutions
epitome,epitomes
forefinger,forefingers
frontal,frontals
goblet,goblets
hypnotic,hypnotics
incomer,incomers
joiner,joiners;joinering
loony,loonies;looniest;loonier
mutton,muttons
neurosis,neuroses
operand,operands
predispose,predisposed;predisposes;predisposing
prickly,pricklier
pushchair,pushchairs
pussy,pussies
quadruple,quadrupled;quadrupling;quadruples
retract,retracted;retracting;retracts
sardine,sardines;sardined
seafood,seafoods
silicone,silicones
starling,starlings
steed,steeds
sweeper,sweepers
ulceration,ulcerations
unanimity,unanimities
wont,wonts
antipathy,antipathies
baronet,baronets
coexist,coexisted;coexisting;coexists
earthworm,earthworms
eave,eaves;eaved
enema,enemas
furry,furrier;furriest
gratification,gratifications
hydra,hydras
indomethacin,indomethacins
insecticide,insecticides
joker,jokers
keynote,keynotes;keynoting
lessor,lessors
lightness,lightnesses
morbid,morbids
omeprazole,omeprazoles
panther,panthers
posterity,posterities
proffer,proffered;proffering;proffers
rectum,rectums
relent,relented;relenting;relents
speck,specks;specking;specked
undervalue,undervalued;undervalues;undervaluing
wobbly,wobblies
acupuncture,acupunctures
cauldron,cauldrons
cobweb,cobwebs;cobwebbed
correctness,correctnesses
craze,crazes;crazing
crucifix,crucifixes
dandelion,dandelions
earthwork,earthworks
evaporation,evaporations
gibbon,gibbons
gluten,glutens
governance,governances
gruesome,gruesomest
hamburger,hamburgers
holocaust,holocausts
homicide,homicides
impartiality,impartialities
lapel,lapels
motherboard,motherboards
mouthpiece,mouthpieces
nicotine,nicotined
regimen,regimens
saffron,saffrons
starboard,starboards
starch,starched;starches;starching
supple,suppling;supplest;suppler
traditionalist,traditionalists
verandah,verandahs
anchorage,anchorages
brash,brasher;brashest;brashed
cellulose,celluloses;cellulose
desolation,desolations
fawn,fawning;fawns;fawned
frailty,frailties
fruition,fruitions
limbo,limbos
persevere,persevered;perseveres;persevering
photocopier,photocopiers
regimental,regimentals
remoteness,remotenesses
simulator,simulators
stipulation,stipulations
surrogate,surrogates
temperance,temperances
vanilla,vanillas
alcove,alcoves
beaker,beakers
bloodstream,bloodstreams
congressman,congressmen
downgrade,downgraded;downgrading;downgrades
europa,europas
fledgling,fledglings
gritty,grittier;grittiest
imbue,imbued;imbuing;imbues
leger,legering;legered;legers
magnification,magnifications
neutrino,neutrinos
rationalization,rationalizations
resettlement,resettlements
revisit,revisited;revisiting;revisits
snug,snugged;snugs;snugger;snuggest
tong,tongs;tonging
wart,warts;warted
weasel,weasels;weaselled
wrapper,wrappers
alto,altos
annexe,annexes
bishopric,bishoprics
bouncer,bouncers
bran,brans
centrality,centralities
credence,credences
delinquency,delinquencies
dioxin,dioxins
dispersion,dispersions
dreamer,dreamers
fable,fables
gymnasium,gymnasiums
jacquard,jacquards
maturation,maturations
pharaoh,pharaohs
rampage,rampaging;rampaged;rampages
remittance,remittances
reparation,reparations
shyness,shynesses
signifier,signifiers
supercomputer,supercomputers
swastika,swastikas
synagogue,synagogues
synthesize,synthesized;synthesizing;synthesizes;synthesizer
testimonial,testimonials
trundle,trundled;trundling;trundles
uzbekistan,uzbekistans
airframe,airframes
alt,alts
appease,appeased;appeasing;appeases
boatman,boatmen
cloakroom,cloakrooms
dem,dems
dissenter,dissenters
fleshy,fleshier;fleshies;fleshiest
fowl,fowls;fowling
gnome,gnomes;gnomed
gouge,gouged;gouges;gouging
instrumentation,instrumentations
invert,inverts;inverting;inverted
macrophage,macrophages
mediocre,mediocres
modulate,modulated;modulating;modulates
oboe,oboes
pelt,pelted;pelting;pelts
pic,pics
populace,populaces
regatta,regattas
righteousness,righteousnesses
spectroscopy,spectroscopies
spinster,spinsters
spontaneity,spontaneities
stewardship,stewardships
tam,tams
tithe,tithes
toughness,toughnesses
transgenic,transgenics
wilt,wilting;wilted;wilts
wreak,wreaked;wreaking;wreaks
android,androids
befriend,befriended;befriending;befriends
bogey,bogeys;bogeyed;bogeying
cubism,cubisms
dupe,duped;dupes;duping
empowerment,empowerments
flak,flaks
forecourt,forecourts
grassroots,grassroot
impurity,impurities
methyl,methyls
monochrome,monochromes;monochromed
morrow,morrows
mysticism,mysticisms
palate,palates
polystyrene,polystyrenes
rant,ranting;ranted;rants
replenish,replenished;replenishing;replenishes
scamper,scampered;scampering;scampers
shag,shagging;shagged;shags
sitter,sitters
slacken,slackened;slackening;slackens
surfer,surfers
bystander,bystanders
calibration,calibrations
carelessness,carelessnesses
carnage,carnages
continuance,continuances
deliverance,deliverances
denunciation,denunciations
dispenser,dispensers
falsify,falsified;falsifying;falsifies
flotilla,flotillas
fluff,fluffed;fluffing;fluffs
geomorphology,geomorphologies
holiness,holinesses
humanism,humanisms
impotence,impotences
inductance,inductances
insurrection,insurrections
intricacy,intricacies
kangaroo,kangaroos
labor,labors
negation,negations
nickel,nickels
ordinance,ordinances
perspiration,perspirations
plenum,plenums
probate,probates
proficiency,proficiencies
purr,purred;purrs;purring
salty,saltier;saltiest
seafront,seafronts
seagull,seagulls
sooty,sooties
stylist,stylists
viscosity,viscosities
apportion,apportioned;apportioning;apportions
aquifer,aquifers
assignee,assignees
authorship,authorships
chimp,chimps
cob,cobs;cobbed
corporatist,corporatists
decode,decoded;decoding;decodes
decomposition,decompositions
desertion,desertions
fete,fetes;feted;feting
godmother,godmothers
gunpowder,gunpowders
habitation,habitations
hindrance,hindrances
hoax,hoaxes;hoaxed;hoaxing
inaccuracy,inaccuracies
indict,indicted;indicting;indicts
interrelationship,interrelationships
lumpy,lumpier;lumpiest
outcast,outcasts
pantry,pantries
peroxide,peroxides;peroxided;peroxiding
phonology,phonologies
pylon,pylons
redirect,redirected;redirecting;redirects
resolute,resolutes
scourge,scourges;scourged;scourging
shoemaker,shoemakers
snipe,sniping;sniped;snipes
whitehead,whiteheads;whiteheaded
abode,abodes
au,aus
bro,bros
burly,burlier;burlies;burliest
carnation,carnations
deflate,deflated;deflating;deflates
horrify,horrified;horrifies;horrifying
importation,importations
inferiority,inferiorities
lancet,lancets
marzipan,marzipans
melodrama,melodramas
mismanagement,mismanagements
mow,mowing;mowed;mows;mown
neolithic,neolithics
opencast,opencasting
opportunist,opportunists
qualm,qualms
raisin,raisins
rebirth,rebirthing;rebirths
spiky,spikier;spikiest
squid,squids
stagnation,stagnations
supposition,suppositions
turnip,turnips
acquiescence,acquiescences
append,appended;appending;appends
canter,cantered;cantering;canters
deafness,deafnesses
decipher,deciphering;deciphered;deciphers
determinism,determinisms
electrolyte,electrolytes
emulsion,emulsions;emulsioned;emulsioning
epistemology,epistemologies
evangelism,evangelisms
feline,felines
impasse,impasses
midge,midges
mu,mus
plinth,plinths
plush,plusher;plushest
prescriptive,prescriptives
sclerosis,scleroses
searcher,searchers
sociable,sociables
stepmother,stepmothers
thermometer,thermometers
absenteeism,absenteeisms
actuality,actualities
adversity,adversities
aft,afts
assertiveness,assertivenesses
biker,bikers
consummate,consummated;consummating;consummates
crystallize,crystallized;crystallizing;crystallizes
defraud,defrauding;defrauded;defrauds
everlasting,everlastings
flail,flailing;flailed;flails
formalist,formalists
freckle,freckles;freckled;freckling
gimmick,gimmicks;gimmicked
healer,healers
hopelessness,hopelessnesses
impromptu,impromptus
irradiation,irradiations
kentucky,kentuckies
khaki,khakis
knockout,knockouts
mississippi,mississippis
motel,motels
munition,munitions;munitioning;munitioned
planter,planters
recalcitrant,recalcitrants
supernatant,supernatants
termite,termites
uproot,uprooted;uprooting;uproots
adverb,adverbs
bodice,bodices;bodiced
boogie,boogieing;boogies;boogied
checkpoint,checkpoints
disentangle,disentangled;disentangling;disentangles
extrapolate,extrapolating;extrapolated;extrapolates
incursion,incursions;incursion
inundate,inundated;inundating;inundates
leftist,leftists
marquess,marquesses
maul,mauled;mauls;mauling
microfilm,microfilming;microfilmed;microfilms
plywood,plywoods
predictor,predictors
shortlist,shortlisted;shortlists;shortlisting
toffee,toffees
tusk,tusks;tusked
wager,wagers;wagered;wagering
agility,agilities
apse,apses
budge,budged;budging;budges
chieftain,chieftains
educationalist,educationalists
hairdressing,hairdressings
hark,harking;harks;harked
intersect,intersected;intersecting;intersects
juncture,junctures
launcher,launchers
louisiana,louisianas
modernize,modernizing;modernized;modernizes
noir,noirs
poplar,poplars
slop,slopping;slopped;slops
southwest,southwests
bawl,bawled;bawling;bawls
chasm,chasms
crevice,crevices;creviced
depressive,depressives
embalmer,embalmers
encyclopedia,encyclopedias
enrage,enraged;enraging;enrages
farmyard,farmyards
filament,filaments
firefighter,firefighters
hulk,hulks;hulked
innovator,innovators
intifada,intifadas
landform,landforms
magnetism,magnetisms
makeup,makeups
mirth,mirths
modulation,modulations
outpost,outposts;outposted
parietal,parietals
peddle,peddling;peddled;peddles
ritz,ritzs
silica,silicas
sonar,sonars
stratosphere,stratospheres
subtitle,subtitled;subtitles;subtitling
tracksuit,tracksuits
vagary,vagaries
cynic,cynics
dispensation,dispensations
epidemiology,epidemiologies
firelight,firelights
formalize,formalized;formalizing;formalizes
frieze,friezes
hob,hobs
mystique,mystiques
physique,physiques
placard,placards;placarded;placarding
profusion,profusions
quieten,quietened;quietening;quietens
requiem,requiems
rink,rinks;rinking
seniority,seniorities
soggy,soggiest;soggier
splice,spliced;splicing;splices
stealth,stealths
surmise,surmised;surmises;surmising
thyme,thymes
usurp,usurped;usurping;usurps
chairperson,chairpersons
crafty,craftier;craftiest
dataset,datasets
dowry,dowries
forfeiture,forfeitures
greenery,greeneries
hypertext,hypertexts
inpatient,inpatients
limerick,limericks
malpractice,malpractices
mayhem,mayhems
monsoon,monsoons
newfoundland,newfoundlands
obviate,obviates;obviating;obviated
overseer,overseers
placate,placated;placating;placates
railroad,railroads;railroaded;railroading
rooftop,rooftops;rooftopping
scrutinize,scrutinized;scrutinizing;scrutinizes
serenity,serenities
spurn,spurned;spurns;spurning
wad,wads;wadded
waveform,waveforms
workmate,workmates
adenoma,adenomas
affix,affixed;affixes;affixing
backbench,backbenches
barometer,barometers
crayon,crayons;crayoning;crayoned
dashboard,dashboards
disablement,disablements
dosage,dosages
electrification,electrifications
federalism,federalisms
flaunt,flaunting;flaunted;flaunts
funk,funking;funked;funks
futility,futilities
gauntlet,gauntlets
glee,glees
immediacy,immediacies
interception,interceptions
meditate,meditating;meditated;meditates
midwinter,midwinters
misinterpret,misinterpreted;misinterprets;misinterpreting
preservative,preservatives
puberty,puberties
pullover,pullovers
renege,reneged;reneging;reneges;renegeing
router,routers;routered
sociolinguistic,sociolinguistics
suitor,suitors
surcharge,surcharges;surcharged;surcharging
tester,testers
towpath,towpaths
twirl,twirled;twirling;twirls
zodiac,zodiacs
atrophy,atrophied;atrophies;atrophying
blockbuster,blockbusters
burgle,burgled;burgling;burgles
collocation,collocations
disobey,disobeyed;disobeying;disobeys
engross,engrossed;engrossing;engrosses
eyeball,eyeballs
filmmaker,filmmakers
harlequin,harlequins
internment,internments
interventionist,interventionists
lacuna,lacunae
masturbation,masturbations
meek,meekest;meeker
milieu,milieus;milieux
mishap,mishaps
penchant,penchants
quarantine,quarantined;quarantines;quarantining
severance,severances
slander,slanders;slandered;slandering
subterranean,subterraneans
sunflower,sunflowers
sweatshirt,sweatshirts
tang,tangs
transpose,transposed;transposing;transposes
wader,waders
wallow,wallowing;wallowed;wallows
bedrock,bedrocked;bedrocks
beep,beeps;beeping;beeped
blizzard,blizzards;blizzarding;blizzarded
cant,canter;canted;canting;cants
clothier,clothiers
doctorate,doctorates
gist,gists
hilt,hilts
hinduism,hinduisms
hybridization,hybridizations
maverick,mavericks
medallion,medallions
morphine,morphines
pedagogy,pedagogies
photosynthesis,photosyntheses
prostate,prostates
quark,quarks
radon,radons
reindeer,reindeers;reindeer
responsiveness,responsivenesses
retardation,retardations
slumber,slumbers;slumbering;slumbered
spacecraft,spacecrafts
subway,subways
techno,technoes
thermostat,thermostats;thermostatted
titan,titans
trespasser,trespassers
tripod,tripods;tripodding
unpopularity,unpopularities
vestry,vestries
bumble,bumbling;bumbled;bumbles
bumpy,bumpier;bumpiest
candlelight,candlelights
celt,celts
chardonnay,chardonnays
cirrhosis,cirrhoses
delineate,delineated;delineates;delineating
emissary,emissaries
foggy,foggiest;foggier
maroon,marooned;maroons;marooning
packer,packers
parallelism,parallelisms
patter,pattered;pattering;patters
prophesy,prophesied;prophesying;prophesies
quadrant,quadrants
socioeconomic,socioeconomics
talon,talons;taloned
tumbler,tumblers
unsold,unsolder
valiant,valiants
virginity,virginities
warbler,warblers
wickedness,wickednesses
adjutant,adjutants
aerodrome,aerodromes
burr,burrs;burred;burring
centralization,centralizations
centrifuge,centrifuged;centrifuges;centrifuging
counterbalance,counterbalanced;counterbalancing;counterbalances
counterfeit,counterfeiting;counterfeits;counterfeited
curd,curds;curded
enunciate,enunciated;enunciating;enunciates
fundholder,fundholders
gaudy,gaudies;gaudiest;gaudier
germanic,germanics
goad,goaded;goading;goads
hermitage,hermitages
jingle,jingles;jingling;jingled
joist,joists;joisted
knocker,knockers
me,mes;us
penultimate,penultimates
playback,playbacks
polarity,polarities
presidium,presidiums
proverbial,proverbials
reassessment,reassessments
sanctity,sanctities
sanitation,sanitations
solace,solaced;solaces;solacing
weariness,wearinesses
aggressor,aggressors
allele,alleles
apothecary,apothecaries
carat,carats
cede,ceded;ceding;cedes
cocoon,cocooned;cocoons;cocooning
coerce,coerced;coercing;coerces
consecrate,consecrated;consecrating;consecrates
davenport,davenports
eclectic,eclectics
entangle,entangled;entangling;entangles
ether,ethers
exasperate,exasperated;exasperating;exasperates
exon,exons
feudalism,feudalisms
gait,gaits
grandstand,grandstands;grandstanding
knead,kneading;kneaded;kneads
lore,lores
mirage,mirages
nomenclature,nomenclatures
optimist,optimists
passivity,passivities
petticoat,petticoats
platter,platters
preamp,preamps
preventative,preventatives
reciprocate,reciprocated;reciprocating;reciprocates
recklessness,recklessnesses
rook,rooks;rooked;rooking
seduction,seductions
socialise,socialising;socialised;socialises
universality,universalities
upkeep,upkeeps
werewolf,werewolves
whirlwind,whirlwinds
aphid,aphids
ballistic,ballistics
barmaid,barmaids;barmaiding
blasphemy,blasphemies
booster,boosters
brat,brats
bridal,bridals
candidacy,candidacies
confiscation,confiscations
conservancy,conservancies
convener,conveners
crucify,crucified;crucifying;crucifies
geordie,geordies
homer,homers
inanimate,inanimates
lathe,lathes
marcher,marchers
nymph,nymphs
pollard,pollarding;pollarded;pollards
reagent,reagents
reciprocity,reciprocities
rehabilitate,rehabilitated;rehabilitating;rehabilitates
scrawl,scrawled;scrawls;scrawling
screenplay,screenplays
spindle,spindles;spindling
temp,temps;temping;temped
totem,totems
tsarist,tsarists
watchman,watchmen
afar,afars
bairn,bairns
bulldozer,bulldozers;bulldozered
cuddly,cuddlier;cuddliest
diaphragm,diaphragms
fluke,flukes;fluked
fruity,fruitier;fruitiest
grimy,grimier
hamster,hamsters
hooray,hoorays
horseshoe,horseshoes
incineration,incinerations
knitwear,knitwears
mascara,mascaras
monotony,monotonies
pester,pestered;pestering;pesters
plover,plovers
polyethylene,polyethylenes
polynomial,polynomials
puzzlement,puzzlements
reflector,reflectors
reimbursement,reimbursements
seconder,seconders
slimy,slimier;slimiest
sustainability,sustainabilities
suture,sutures;sutured;suturing
tennessee,tennessees
totalitarian,totalitarians
videotape,videotapes;videotaped;videotaping;videotapeing;videotapeed
acquiesce,acquiesced;acquiescing;acquiesces
anathema,anathemas
authorization,authorizations
axon,axons
backfire,backfired;backfires;backfiring
befit,befits;befitted;befitting
bower,bowers;bowering
broach,broached;broaching;broaches
celibacy,celibacies
cremation,cremations
deluge,deluged;deluging;deluges
dixie,dixies
druid,druids
inexperience,inexperienced
interoperability,interoperabilities
pallet,pallets
penance,penances
quake,quaking;quakes;quaked
relaunch,relaunched;relaunching;relaunches
rhododendron,rhododendrons
slime,slimes;slimed;sliming
stonework,stoneworks
thorny,thorniest;thornier
transporter,transporters
adaptability,adaptabilities
assail,assailed;assailing;assails
axiom,axioms
bard,bards;barded;barding
bowman,bowmen;bowmans
buoyancy,buoyancies
capacitance,capacitances
cower,cowering;cowered;cowers
crematorium,crematoria;crematoriums
crusty,crusties;crustier;crustiest
embellish,embellished;embellishing;embellishes
esp,esps
foreword,forewords
haggard,haggards
heterogeneity,heterogeneities
immorality,immoralities
interconnect,interconnected;interconnects;interconnecting
interconnection,interconnections
invalidity,invalidities
mamma,mammas
microorganism,microorganisms
ostrich,ostriches
pathogen,pathogens
ping,pings;pinging;pinged
portico,porticos
portraiture,portraitures
psychedelic,psychedelics
rectification,rectifications
renunciation,renunciations
seine,seines;seining;seined
songwriter,songwriters
statistician,statisticians
unwind,unwinding;unwinds;unwound
acetate,acetates
bridegroom,bridegrooms
butch,butches;butching
cobbler,cobblers
dour,dourest
emergent,emergents
fondness,fondnesses
foursome,foursomes
gobble,gobbled;gobbling;gobbles
hallucination,hallucinations
mannerism,mannerisms
mire,mires;mired;miring
pamper,pampered;pampers;pampering
playboy,playboys
resurface,resurfaced;resurfacing;resurfaces
stringer,stringers
thingy,thingies;thingys
totter,tottered;tottering;totters
typology,typologies
understate,understated;understates;understating
upshot,upshots
welly,wellies;wellied;wellying;wellyed
wildfowl,wildfowls
afterthought,afterthoughts
barium,bariums
bloodshed,bloodsheds
broth,broths
buster,busters
citrus,citruss
courgette,courgettes
drafter,drafters
elation,elations
excerpt,excerpts;excerpted;excerpting
feign,feigning;feigned;feigns
harpsichord,harpsichords
inactivity,inactivities
languish,languishing;languished;languishes
malaise,malaises
minnesota,minnesotas
nourishment,nourishments
oscillate,oscillating;oscillates;oscillated
palladium,palladiums
pretender,pretenders;pretender's
privatize,privatized;privatizing;privatizes
roadwork,roadworks
shackle,shackles;shackled;shackling
shank,shanks;shanked
snowball,snowballs;snowballing;snowballed
spoke,spokes;spoked;spoking
spoonful,spoonfuls;spoonsful
springboard,springboards
stimulant,stimulants
trestle,trestles
vane,vanes
virtuoso,virtuosi;virtuosos
antiseptic,antiseptics
arty,artiest
backyard,backyards
bondage,bondages
booker,bookers;bookering
cheetah,cheetahs
clam,clams;clammed;clamming
disrepute,disreputes
dither,dithering;dithered;dithers
drunkenness,drunkennesses
dyslexia,dyslexias
embalm,embalming;embalmed;embalms
fingerboard,fingerboards
gatehouse,gatehouses
generalist,generalists
herbivore,herbivores
incite,inciting;incites;incited
incompatibility,incompatibilities
jasmine,jasmines
knighthood,knighthoods
lamina,laminas
mackerel,mackerels;mackerelled
maestro,maestros
manipulative,manipulatives
perfusion,perfusions
pheromone,pheromones
pow,pows
preconception,preconceptions
python,pythons
radiocarbon,radiocarbons
ramification,ramifications
recrimination,recriminations
reverb,reverbs
slowness,slownesses
snuggle,snuggled;snuggling;snuggles
supplementation,supplementations
whiteness,whitenesses
whittle,whittled;whittling;whittles
abstinence,abstinences
aggravation,aggravations
anglo,anglos
aurora,auroras
bayonet,bayonets;bayonetted;bayoneting;bayoneted
chancel,chancels
copse,copses
corduroy,corduroys
cytokine,cytokines
defamation,defamations
embroil,embroiled;embroiling;embroils
existent,existents
extol,extolling;extolled;extols
firmness,firmnesses
florist,florists
forebear,forebears
gal,gals
homogeneity,homogeneities
hone,honed;hones;honing
incapacity,incapacities
nightfall,nightfalls
non-profit,non-profits
overlord,overlords
patrician,patricians
revamp,revamped;revamping;revamps
savagery,savageries
spleen,spleens
tempest,tempests
annihilate,annihilated;annihilating;annihilates
archipelago,archipelagos
astrology,astrologies
candid,candids
