Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized
oscillatory,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
oscilloscope,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
osier,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True
osmium,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
osmosis,NN,0.0,6.0,science,N,N,N,N,C2,C1,0,True
osmotic,NN,0.0,9.0,science,N,N,N,N,C2,C2,0,False
osprey,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
ossify,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
ossuary,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True
ostensible,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
ostensibly,NN,0.0,0.0,NN,N,N,N,N,B2,B3,0,False
ostensive,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
ostentation,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
ostentatious,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
ostentatiously,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False
osteoarthritis,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False
osteoblast,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
osteoclast,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
osteopath,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True
osteoporosis,NN,0.0,6.0,science,N,N,N,N,C1,C1,0,True
ostinato,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
ostracism,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
ostracize,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
ostrich,NN,0.0,3.0,science,N,N,N,N,C1,C1,1,True
other,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
otherness,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True
otherwise,B2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,False
otherworldly,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
otiose,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False
otitis,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
otter,NN,0.0,2.0,science,N,Y,N,N,C1,C1,1,True
ottoman,NN,0.0,6.0,social_studies,N,N,N,N,C3,C2,0,True
oubliette,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
ouch,NN,0.0,0.0,NN,N,N,N,N,C2,C1,1,True
ought,B1,3000.0,0.0,NN,Y,N,N,N,A2,A1,2,True
ounce,NN,0.0,4.0,math,N,Y,N,Y,B1,B1,1,True
our,A1,3000.0,0.0,NN,N,N,N,N,NN,NN,2,False
ours,B1,3000.0,0.0,NN,N,Y,N,N,NN,NN,2,False
ourselves,A2,3000.0,0.0,NN,N,N,N,N,A2,A2,2,False
oust,NN,0.0,9.0,social_studies,N,N,N,Y,B2,B1,1,True
ouster,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
out,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
outage,NN,0.0,0.0,NN,N,N,Y,N,C1,B3,0,True
outback,NN,0.0,6.0,social_studies,N,N,N,N,C2,C1,0,True
outbid,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
outboard,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
outbound,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
outbreak,C1,5000.0,0.0,NN,N,Y,N,Y,B1,B1,1,True
outbreed,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
outbuilding,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True
outburst,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True
outcast,NN,0.0,5.0,social_studies,N,N,N,N,C1,B3,0,True
outclass,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
outcome,B2,3000.0,0.0,NN,Y,N,N,N,A2,A2,1,True
outcrop,NN,0.0,0.0,NN,N,N,N,N,B3,C2,0,True
outcry,NN,0.0,0.0,NN,N,N,N,N,B3,B2,1,True
outdate,NN,0.0,0.0,NN,N,N,Y,N,B3,B3,0,True
outdated,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,False
outdistance,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,True
outdo,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
outdoor,B1,3000.0,0.0,NN,N,Y,Y,N,A4,B1,2,True
outdoors,B1,3000.0,0.0,NN,N,N,N,N,NN,NN,2,True
outdoorsman,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
outdoorsy,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False
outer,B2,3000.0,0.0,NN,N,Y,N,N,A4,A4,2,True
outermost,NN,0.0,0.0,NN,N,Y,N,N,C2,NN,0,False
outerwear,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
outfall,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
outfield,NN,0.0,0.0,NN,N,N,N,N,C2,C1,1,True
outfielder,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True
outfit,B2,5000.0,0.0,NN,N,N,Y,Y,B1,B1,1,True
outfitter,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
outflank,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
outflow,NN,0.0,0.0,NN,N,N,N,Y,C1,C1,0,True
outfox,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
outgas,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
outgoing,NN,0.0,0.0,NN,N,Y,N,Y,B2,B1,1,True
outgrow,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True
outgrowth,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
outhouse,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
outing,C1,5000.0,0.0,NN,N,N,N,N,NN,NN,1,True
outlandish,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False
outlast,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
outlaw,NN,0.0,5.0,social_studies,N,N,N,N,B2,B1,0,True
outlay,NN,0.0,0.0,NN,N,N,N,Y,C1,C2,0,True
outlet,C1,5000.0,4.0,science,N,Y,Y,Y,A3,A4,1,True
outlier,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
outline,B2,3000.0,4.0,general,N,N,N,N,A2,A3,2,True
outlive,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
outlook,C1,5000.0,9.0,general,N,Y,Y,Y,B1,B1,1,True
outlying,NN,0.0,0.0,NN,N,Y,N,N,C1,C1,0,False
outmaneuver,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
outmode,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False
outnumber,NN,0.0,5.0,social_studies,N,N,N,N,B2,B3,0,True
outpace,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
outpatient,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True
outperform,NN,0.0,0.0,NN,N,N,N,Y,B3,C1,0,True
outplay,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
outpoint,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True
outpost,NN,0.0,6.0,social_studies,N,N,N,N,B3,B3,0,True
outpouring,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
output,B2,5000.0,4.0,math,N,N,N,N,A2,A3,2,True
outrage,C1,5000.0,6.0,social_studies,N,N,N,Y,B1,B1,1,True
outrageous,NN,0.0,0.0,NN,N,N,N,N,B1,B1,1,False
outrageously,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False
outrank,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
outreach,NN,0.0,0.0,NN,N,N,N,N,B3,B1,0,True
outrider,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
outrigger,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
outright,NN,0.0,9.0,general,N,N,N,Y,B2,B1,1,True
outrun,NN,0.0,0.0,NN,N,N,N,N,C2,C1,1,True
outscore,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
outsell,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
outset,NN,0.0,9.0,general,N,N,N,N,B1,B1,1,True
outshine,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
outside,A1,3000.0,0.0,NN,N,N,N,N,A1,A1,2,True
outsider,C1,5000.0,0.0,NN,N,N,N,Y,B1,B1,1,True
outsize,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
outskirt,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True
outsmart,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
outsole,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
outsource,NN,0.0,0.0,NN,N,N,N,Y,B1,B2,0,True
outspend,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,False
outspoken,NN,0.0,9.0,social_studies,N,N,N,N,B2,B1,0,False
outstanding,B2,5000.0,0.0,NN,N,Y,Y,Y,A4,B1,2,True
outstandingly,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False
outstation,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
outstay,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
outstretch,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
outstrip,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
outtake,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
outvote,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True
outward,NN,0.0,6.0,general,N,Y,N,N,B2,B3,1,True
outwardly,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False
outwards,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
outwear,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True
outweigh,NN,0.0,9.0,general,N,Y,N,Y,B2,B2,0,True
outwit,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
outwith,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
outwork,NN,0.0,0.0,NN,N,Y,N,N,C3,C3,0,True
ouzo,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
oval,NN,0.0,9.0,math,N,Y,Y,N,B2,B2,1,True
ovarian,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,False
ovary,NN,0.0,4.0,science,N,N,N,N,B2,C1,0,True
ovation,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True
oven,A2,3000.0,0.0,NN,N,Y,Y,N,B1,B1,2,True
over,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
overachieve,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overachiever,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overact,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overactive,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False
overactivity,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overall,B2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True
overanxious,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
overarch,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overawe,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
overbalance,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
overbear,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
overblown,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False
overboard,NN,0.0,0.0,NN,N,Y,N,N,B3,B2,1,False
overbook,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overbroad,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False
overbuild,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,True
overburden,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overcapacity,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
overcast,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
overcharge,NN,0.0,0.0,NN,N,Y,Y,N,C2,C1,0,True
overcoat,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
overcome,B2,5000.0,0.0,NN,N,N,N,N,A3,A3,2,True
overcompensate,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True
overconfidence,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overconfident,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False
overconsume,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False
overconsumption,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False
overcontrol,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overcook,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
overcrowd,NN,0.0,5.0,social_studies,N,N,Y,N,B2,B2,1,True
overcrowding,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,False
overcultivation,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
overdo,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True
overdose,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True
overdraft,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overdraw,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
overdress,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overdrive,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overdue,NN,0.0,0.0,NN,N,N,Y,N,B3,B2,0,True
overeat,NN,0.0,0.0,NN,N,N,N,N,C2,C1,1,True
overemphasis,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True
overemphasize,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overestimate,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overestimation,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
overexcite,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
overexpose,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
overexposure,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overexpress,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overfeed,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
overfill,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False
overfish,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True
overflight,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overflow,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True
overgeneralization,NN,0.0,6.0,social_studies,N,N,N,N,C3,NN,0,True
overgeneralize,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overgraze,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
overgrazing,NN,0.0,9.0,science,N,N,N,N,NN,NN,0,False
overgrow,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True
overgrowth,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
overhand,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
overhang,NN,0.0,0.0,NN,N,Y,N,N,B3,C1,1,True
overhaul,NN,0.0,0.0,NN,N,N,N,Y,B2,B2,1,True
overhead,NN,0.0,0.0,NN,N,N,Y,Y,A4,A4,1,True
overhear,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1,True
overheat,NN,0.0,9.0,science,N,N,N,N,B3,C1,0,True
overhype,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
overindulge,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overjoy,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overkill,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
overland,NN,0.0,6.0,social_studies,N,N,N,N,C2,C2,0,False
overlap,NN,0.0,6.0,general,N,Y,N,Y,A4,A4,1,True
overlapping,NN,0.0,6.0,science,N,N,N,N,NN,NN,0,True
overlarge,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False
overlay,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True
overleaf,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False
overlie,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
overload,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True
overlong,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
overlook,C1,5000.0,0.0,NN,N,Y,Y,Y,A4,B1,1,True
overlord,NN,0.0,9.0,social_studies,N,N,N,N,C2,NN,0,True
overlordship,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overly,C1,5000.0,0.0,NN,N,Y,N,N,B2,B1,0,True
overlying,NN,0.0,9.0,science,N,N,N,N,NN,NN,0,False
overmantel,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overmuch,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overnight,B2,5000.0,0.0,NN,N,Y,Y,Y,A4,A4,1,True
overpass,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
overpay,NN,0.0,0.0,NN,N,N,Y,N,C1,C1,0,True
overpayment,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
overpopulate,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overpopulation,NN,0.0,9.0,science,N,Y,N,N,C1,C2,0,True
overpower,NN,0.0,6.0,social_studies,N,N,N,N,B3,B3,1,True
overprice,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overprint,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overproduction,NN,0.0,9.0,science,N,N,N,N,C3,C2,1,True
overprotect,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overprotection,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True
overprotective,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
overreach,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
overreact,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True
overreaction,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True
override,NN,0.0,0.0,NN,N,Y,N,N,B1,B1,0,True
overripe,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
overrule,NN,0.0,9.0,social_studies,N,N,N,N,C1,B3,0,True
overrun,NN,0.0,0.0,NN,N,N,N,N,B3,B2,1,True
overseas,A2,3000.0,0.0,NN,N,N,N,N,A3,A2,1,True
oversee,C1,5000.0,4.0,social_studies,N,Y,Y,Y,B1,B1,0,True
overseer,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
oversensitive,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
overshadow,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True
overshoe,NN,0.0,0.0,NN,N,N,N,N,C4,NN,1,True
overshoot,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
overshot,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
oversight,NN,0.0,0.0,NN,N,N,N,Y,B1,B1,0,True
oversimplification,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
oversimplify,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
oversize,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
oversized,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False
oversleep,NN,0.0,0.0,NN,N,Y,N,N,C3,C3,1,True
overspend,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overspill,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overspread,NN,0.0,0.0,NN,N,N,N,N,C4,NN,1,True
overstaff,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False
overstate,NN,0.0,0.0,NN,N,N,N,Y,B3,B2,0,True
overstatement,NN,0.0,9.0,social_studies,N,N,N,N,C2,C1,0,True
overstay,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overstep,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overstock,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
overstrain,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
overstress,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
overstretch,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
overstuff,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
oversupply,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True
overt,NN,0.0,0.0,NN,N,N,N,N,B2,B3,0,False
overtake,NN,0.0,9.0,general,N,N,N,N,B2,B2,1,True
overtax,NN,0.0,0.0,NN,N,N,N,N,C3,NN,1,True
overtaxation,NN,0.0,0.0,NN,N,N,N,N,C5,NN,1,False
overthink,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False
overthrow,NN,0.0,6.0,social_studies,N,N,N,N,B1,B1,1,True
overtime,NN,0.0,0.0,NN,N,Y,Y,Y,B1,B1,1,True
overtire,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,True
overtly,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False
overtone,NN,0.0,6.0,science,N,N,N,N,C1,C1,0,True
overtreat,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False
overture,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1,True
overturn,C1,5000.0,5.0,social_studies,N,N,N,N,B2,B1,1,True
overuse,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
overvaluation,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True
overvalue,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
overview,NN,0.0,9.0,general,N,Y,Y,Y,A4,A4,0,True
overweening,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
overweight,NN,0.0,0.0,NN,N,N,N,N,B2,B1,1,True
overwhelm,C1,5000.0,0.0,NN,N,Y,N,Y,A4,A4,1,True
overwhelming,C1,5000.0,0.0,NN,N,N,N,N,NN,NN,0,False
overwhelmingly,NN,0.0,9.0,social_studies,N,N,N,N,B2,B1,0,False
overwinter,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
overwork,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True
overwrite,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
overwrought,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False
overzealous,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,False
ovine,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False
oviposition,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
ovoid,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
ovulate,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
ovulation,NN,0.0,6.0,science,N,N,N,N,C1,C3,0,True
ovulatory,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
ovule,NN,0.0,6.0,science,N,N,N,N,C4,NN,0,True
ovum,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True
ow,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True
owe,B2,3000.0,0.0,NN,N,N,N,N,A3,A2,2,True
owl,NN,0.0,0.0,NN,N,Y,N,N,B1,B2,1,True
owlish,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
owlishly,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False
own,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True
owned,NN,0.0,0.0,NN,Y,N,N,N,NN,NN,0,True
owner,A2,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True
ownership,B2,5000.0,4.0,social_studies,N,N,N,N,A3,A3,1,True
ox,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True
oxbow,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True
oxford,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,1,True
oxidant,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
oxidase,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
oxidate,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True
oxidation,NN,0.0,6.0,science,N,N,N,N,C1,C2,0,True
oxidative,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False
oxide,NN,0.0,5.0,science,N,Y,N,N,B2,B2,1,True
oxidize,NN,0.0,9.0,science,N,N,N,N,A4,A4,1,True
oxtail,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
oxygen,B2,5000.0,2.0,science,N,Y,N,N,A4,A4,1,True
oxygenate,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True
oxygenation,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
oxymoron,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
oxytocin,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
oyabun,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
oyster,NN,0.0,4.0,science,N,Y,N,N,B2,B2,1,True
oystercatcher,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
ozone,NN,0.0,5.0,science,N,Y,N,N,B2,B1,0,True
o’clock,A1,3000.0,0.0,NN,N,N,N,N,NN,NN,2,False
pa,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True
pace,B2,3000.0,0.0,NN,N,N,N,N,A3,A3,0,True
pacemaker,NN,0.0,9.0,science,N,N,N,N,C2,C1,0,True
paceman,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
pacer,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True
pachuco,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
pachyderm,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True
pachytene,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
pacific,NN,0.0,0.0,NN,N,Y,N,N,C1,B2,0,True
pacification,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
pacifism,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
pacifist,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True
pacify,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,1,True
pack,A2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True
package,B1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True
packer,NN,0.0,0.0,NN,N,N,N,N,C2,C1,1,True
packet,B2,5000.0,0.0,NN,N,N,Y,Y,B1,B1,2,True
packhorse,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True
packrat,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True
pact,NN,0.0,6.0,social_studies,N,N,N,Y,B2,B2,1,True
pad,C1,5000.0,0.0,NN,N,Y,Y,N,B1,B1,1,True
paddle,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True
paddlefish,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False
paddler,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
paddock,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True
paddy,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
padlock,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True
padre,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True
paean,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True
paella,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True
pagan,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True
paganism,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True
