Word,Lemmas
era,
obtain,obtainable;unobtainable
crucial,crucially
prior,
passage,passageway
territory,territorial;territoriality;territorially
initiate,initiation;initiative;initiator;uninitiated
virtual,virtually
route,
ton,tonnage;tonne;tonner
yield,unyielding
pose,poser
sophisticated,sophisticate;unsophisticated
perception,misperception
principal,principally
beam,
excess,excessive;excessively
contradict,contradiction;contradictory
trend,downtrend
differ,
client,
inject,injection;injector
approve,approval;;approver;approvingly;preapprove
journal,
formation,
fragment,fragmentary;fragmentation
amend,amendable;amendment
cluster,
eastern,easterner;easternmost
rotate,rotation;rotational;rotatory
linear,linearity;linearly;nonlinear
delta,
multiply,multiplication;multiplicative;multiplier
node,nodal
dot,
loop,
alpha,
velocity,
diagram,diagrammatic;diagrammatically
graph,
parameter,
physics,
magnitude,
sphere,spherical;spherically
radius,
semester,
exponential,exponentially
biology,biologist
coefficient,
et al,
so-called,
infinite,infinitely
dynamic,dynamical;dynamically
notate,notation;notational
differential,differentially;differentials
optimise,optimisation
geometry,geometric;geometrical;geometrically
beta,
configure,configurable;configuration;;reconfigure
cube,cubic
differentiate,differentiable;;differentiation;undifferentiated
triangle,triangular
polar,bipolar;bipolarity;;polarisation;polarise;polarity;polarizability
norm,normativity;normlessness
arrow,arrowhead
identical,identically
campus,
arbitrary,analytically;;arbitrarily;arbitrariness
theorem,
click,clicker
inverse,inversely
gamma,
fraction,fractional;fractionally
intuitive,intuitively;intuitiveness;counterintuitive
vertical,verticals;vertically
intuition,
domain,
rectangle,rectangular
align,aligner;alignment
simulate,simulation;simulator
dynamics,
chunk,chunkiness;chunky
automobile,auto
converge,convergence;convergent
maximise,maximisation
elastic,elastically;elasticated;elasticise;elasticity;elastics;inelastic;nonelastic
displace,displacement
horizontal,horizontally
interface,
straightforward,straightforwardly;straightforwardness
interval,
dependence,interdependence
induce,inducement
distort,distortion;undistorted
synthesis,synth;;synthesise;synthesiser
residue,nonresidual;residual;residuary
optic,optical;optically;optician
infer,inference;inferential
saturate,saturation;unsaturated
micro,
subtract,subtraction
scenario,
analytic,analytical
tutor,tutorial;untutored
