Word,naver_priority
husbandry,1
miller,1
abhor,1
raven,1
uncharted,0
newt,0
prosaic,1
thumbnail,0
ablaze,0
quart,1
hubris,0
conformation,0
uninteresting,0
perfectionist,0
bewitch,1
frontline,0
erroneously,0
cleanly,1
untested,0
rollover,0
cob,0
inconsequential,0
indigestion,1
sneaky,0
comparability,0
adjudicate,0
homegrown,0
clang,1
stairwell,0
grimy,0
disbelieve,0
armory,1
ventilator,0
tong,0
drunkenness,1
claustrophobic,0
snicker,0
scythe,1
dispensation,0
neurosis,1
aberrant,0
demonstrably,0
postnatal,0
slough,0
doorman,0
pacific,0
mammogram,0
remoteness,0
tumbler,0
valet,0
profane,1
tuber,0
marcher,0
sesame,1
clueless,0
digression,0
shard,0
interactional,0
nativity,0
humbly,0
eponymous,0
cipher,1
trusty,1
extrovert,0
maestro,0
aesthetically,0
obstetrician,0
tor,0
musty,0
misbehave,0
crispy,0
concealment,1
hotelier,0
slimy,0
dermatologist,0
tat,0
troublemaker,0
asthmatic,0
chronicler,0
derby,1
disqualification,0
moisten,1
identically,0
untapped,0
grizzly,1
guerilla,0
energetically,0
cackle,1
ark,1
glower,0
scorpion,1
irrevocable,0
crass,0
veal,1
unending,0
loath,1
jay,1
abstention,0
ethicist,0
grinder,1
constriction,0
madden,1
indignity,1
rick,0
oppossum,0
vegan,0
eczema,0
heartless,1
multiculturalism,0
shameless,1
crunchy,0
snappy,0
nicety,0
serviceable,1
whir,0
minutia,0
berate,0
subcontract,0
judo,0
sidebar,0
pique,0
controllable,0
abatement,0
tracer,0
irate,0
cairn,0
pillage,0
reversion,0
ordnance,0
causative,0
disembody,0
prefrontal,0
sentinel,1
subsist,1
cauliflower,1
vanquish,1
synchronous,0
leer,0
deacon,1
unfaithful,0
rioter,0
internationalism,0
coolness,0
puzzlement,0
desist,0
pathos,1
mermaid,1
astride,0
sardine,1
yearbook,0
demonic,0
insinuate,1
flowery,1
aficionado,0
masturbation,0
introspective,0
methadone,0
fluidity,0
deleterious,0
vagrant,1
unsympathetic,0
discontinuous,0
diphtheria,1
retrograde,0
stylus,0
transact,1
vandalize,0
scamper,1
generalist,0
unobtrusive,0
selfless,0
recluse,0
unintentional,0
zenith,1
saber,1
viola,0
glutamate,0
brainwash,0
relaunch,0
gullible,0
misjudge,0
boardwalk,0
frugal,1
tiller,0
frontrunner,0
screener,0
authenticate,0
aggressiveness,0
unaccustomed,1
wiry,1
juggernaut,0
feral,0
bookshelf,1
insensitivity,0
repugnant,0
leaky,0
unconvinced,0
particulate,0
stymie,0
eminence,1
stipend,0
clank,0
overburden,0
uptown,0
loiter,1
insolvent,0
girth,0
diurnal,0
affray,0
lifeguard,0
eulogy,0
rabid,0
evince,0
straggle,0
pecan,0
pluralistic,0
humanistic,0
sputter,1
unsold,0
demote,0
internationalization,0
bookie,0
episcopal,1
slugger,0
homogenous,0
unplug,0
supercomputer,0
starling,0
diabolical,0
mottle,0
horseshoe,1
holster,0
duality,0
strum,0
firmness,1
machination,0
faithfulness,0
chatty,0
beck,0
foretell,1
knacker,0
tussle,0
undertone,0
transposition,0
indecision,0
candidly,0
spanner,0
governorship,0
firepower,0
mechanistic,0
obliquely,0
inadvertent,0
hopper,0
poodle,0
windswept,0
sustenance,1
postcode,0
bouncer,0
mistletoe,1
midlife,0
blissful,1
fishy,0
formulaic,0
agnostic,0
penniless,1
albumin,0
footbridge,0
jukebox,0
itemize,0
spender,0
viciously,0
impregnate,0
collectable,0
straightaway,0
peeve,0
undemocratic,0
plasticity,0
calve,0
incapacity,0
particularity,0
sporadically,0
demented,0
revile,1
disincentive,0
overpay,0
protestation,0
idiosyncrasy,0
sandbag,0
aural,0
kindred,1
reorder,0
solver,0
assignee,0
rabies,1
tassel,1
fang,0
kindle,1
scavenger,0
battlement,1
miscalculation,0
unstructured,0
lineman,0
whoa,0
threefold,1
thoroughness,0
dossier,0
cobweb,1
gallows,1
diminution,1
facile,0
transcendental,0
adduce,0
machete,0
alfalfa,1
cremation,0
dumpling,0
amicable,1
morsel,1
kebab,0
subconsciously,0
catwalk,0
mutton,1
achiever,0
reinvigorate,0
unpretentious,0
enchantment,1
scrapbook,1
firefight,0
officiate,0
transitory,0
programmable,0
attainable,1
demur,1
equalizer,0
preconceive,0
fizzle,0
readjust,0
menial,0
flamenco,0
unsightly,0
answerable,1
bluster,1
unmask,0
gondola,1
concordance,1
bassist,0
solvency,0
bulwark,1
infatuation,0
inhospitable,1
stabilizer,0
lumen,0
nemesis,0
desolation,1
sabbatical,0
absenteeism,0
blithely,0
frontage,0
theism,0
warplane,0
mesa,0
impartiality,0
chub,0
fanny,0
innuendo,0
castigate,0
telephony,0
mournful,1
alum,0
sultan,1
dynamically,0
scab,0
fete,1
harshness,0
syllabic,0
lethargy,0
benevolence,1
immobile,0
nuke,0
unsavory,0
purportedly,0
indebtedness,0
divider,0
flagrant,0
transvestite,0
requisition,0
artistically,0
nifty,0
exhilaration,0
finisher,0
indiscretion,1
recitation,1
slowness,0
distillation,0
anachronistic,0
bistro,0
scruple,1
wanton,1
coincidental,0
demonstrative,1
bittersweet,0
thresh,0
unfashionable,0
woefully,0
swat,0
bookkeeping,0
yeoman,1
yelp,1
navigational,0
remix,0
reassuringly,0
shanty,0
premiership,0
goad,0
chateau,1
soulful,0
salutary,0
refreshingly,0
indistinct,0
kitsch,0
sprig,1
portraiture,0
coexistence,1
splurge,0
egalitarianism,0
oft,0
amphetamine,0
bonanza,0
changeable,1
homogenize,0
retraction,0
imprecise,0
avow,0
psycho,0
perforate,0
admonition,1
paternalistic,0
condominium,0
gingerbread,1
aneurysm,0
affable,0
rosemary,0
convulsion,1
som,0
bobby,0
priory,0
storefront,0
rhythmically,0
policewoman,0
empathize,0
fleck,0
piggy,0
dram,0
reconfigure,0
trumpeter,0
fluster,0
bitmap,0
paddy,0
precautionary,0
pulsate,0
meaty,0
freaky,0
atrocious,1
cog,0
splutter,0
legible,0
bide,0
presage,0
unannounced,0
garish,0
plop,0
intricately,0
tawny,1
businesslike,1
alto,1
positional,0
tequila,0
swastika,0
mauve,0
relegation,0
ganglion,0
chastity,1
impresario,0
oppositional,0
epiphany,0
crockery,0
bramble,0
waken,1
cologne,0
neurology,0
vagueness,0
expediency,0
firefly,1
tendril,0
unionize,0
eugenic,0
sop,0
compressor,1
lactate,0
livid,0
quayside,0
disappointingly,0
opiate,0
etiology,0
spectroscopy,0
meld,0
horny,0
perfunctory,0
eatery,0
gauze,1
nape,0
overblown,0
caramel,1
approvingly,0
racetrack,0
buzzard,0
ideologue,0
draconian,0
opportunism,0
debase,0
overstep,0
humanly,0
unsophisticated,0
rota,0
sweetener,0
adjutant,0
antebellum,0
resettlement,0
tribulation,0
bracken,0
minion,0
dateline,0
dyslexic,0
rightfully,0
terry,0
materialist,0
dandy,1
libido,0
tormentor,0
avatar,0
chromosomal,0
antenatal,0
shortlist,0
signer,0
infidel,0
jokingly,0
skylight,0
artichoke,0
horoscope,0
pail,1
undiscovered,0
solidity,0
knitter,0
infirmary,0
scrupulously,0
endothelial,0
bluegrass,0
conductance,0
amphitheater,0
paternity,0
sedative,0
annihilation,1
pussy,1
feller,0
townhouse,0
quantifiable,0
domesticity,0
counterintuitive,0
acrosome,0
multiplex,0
strenuously,0
outlier,0
ensconce,0
overcast,1
flirtation,0
orb,1
newsprint,0
untie,1
counterweight,0
totter,1
mishandle,0
scree,0
integrator,0
slut,0
emboss,1
evaluator,0
participle,1
abscess,0
overbear,0
valiant,1
florid,0
deathbed,1
joystick,0
basilica,0
fiesta,0
physiotherapist,0
corduroy,0
jerky,0
wisp,0
mausoleum,0
playroom,0
suburbia,0
unharmed,0
ingestion,0
reformulate,0
personification,1
harbinger,0
languid,1
idiotic,0
businesswoman,0
idleness,0
unforgivable,0
diplomatically,0
hairline,0
heretofore,0
rhetorically,0
calmness,1
schism,0
oboe,0
niggle,0
leek,0
reconsideration,0
dun,0
grapevine,0
infallible,1
unfunded,0
irritant,0
homemaker,1
condor,0
stupidly,0
corral,0
humorist,0
restroom,0
westerner,0
soundness,0
dud,0
squalor,0
shockingly,0
lien,0
topographical,0
tribesman,0
waistband,0
reverie,0
playfully,0
inordinate,0
chivalry,1
streamer,1
startlingly,0
restful,0
mastectomy,0
heartache,0
posthumously,0
intermingle,1
decently,0
loin,1
unfurl,0
boldness,1
squalid,0
possessor,1
hob,0
recklessness,0
cognac,0
enamor,0
robustness,0
combative,0
acrobatic,0
doable,0
ointment,1
galore,0
nab,0
churchman,1
ramshackle,0
grotto,0
summarily,0
democratize,0
capitulate,0
groovy,0
constancy,1
regale,0
directness,0
twang,0
monolith,0
ditto,0
marvelously,1
gruff,0
sugary,0
perinatal,0
rhododendron,0
logger,0
tango,0
thereto,0
lard,1
circumcision,0
qua,0
pomp,1
ontology,0
lifelike,0
laxative,0
gnome,0
homo,0
distinctiveness,0
bilingualism,0
contort,0
paintbrush,0
bespeak,0
offhand,0
carnation,1
executable,0
artifice,1
portico,0
cognizant,0
godmother,1
bookshelves,0
coder,0
pharmacology,0
earshot,0
contextualize,0
fortuitous,0
refit,0
vindictive,0
nova,0
petitioner,1
fungicide,0
clumsily,0
oblong,1
segmental,1
decadence,0
dizziness,0
telecast,1
secularism,0
glaucoma,0
spatter,1
implode,0
uneventful,0
errant,0
annexe,0
forte,0
magpie,1
rhubarb,0
oncology,0
unmet,0
idolize,0
readability,0
travesty,0
cad,0
lonesome,1
spool,1
prance,1
necrosis,0
minder,0
tightness,0
transitivity,0
grime,0
intercom,0
mayoral,0
cutout,0
unrivalled,0
deliciously,0
inactivate,0
wily,0
raze,0
awkwardness,0
militiaman,0
oversimplify,0
celiac,0
fondle,0
unofficially,0
longterm,0
swelter,0
nondescript,0
workspace,0
veracity,0
breadwinner,0
boogie,0
slat,0
foment,0
surgically,0
realtor,0
lopsided,0
ilk,0
epilogue,1
roundup,0
princely,1
snigger,0
discordant,0
adopter,0
odious,1
pagoda,0
reinstatement,0
positivism,0
somersault,1
indignantly,0
gravestone,0
coursework,0
contemplative,0
grownup,0
verandah,1
trove,0
repulse,1
uptight,0
clearinghouse,0
precariously,0
assertiveness,0
wintry,1
puke,0
purview,0
truism,0
toolbox,0
madrigal,0
homepage,0
supranational,0
luscious,0
feisty,0
funerary,0
incredulity,0
cognate,1
platitude,0
tastefully,0
mechanization,0
crotch,0
unnaturally,0
macaque,0
monosyllabic,0
bouncy,0
stroller,0
disrespectful,0
plotter,0
paradigmatic,0
embellishment,0
squeaky,0
hairpin,0
redeploy,0
fen,0
northerly,0
costar,0
unexplored,0
tracker,0
tepid,0
episodic,0
preterm,0
falsity,0
reinterpret,0
blissfully,0
thong,0
nonsensical,0
pall,1
ponytail,0
mullah,0
caster,0
pap,0
bro,0
expressway,0
intimation,0
factional,0
neurologist,0
thyme,0
unopened,0
misinterpretation,0
ocher,0
mucosal,0
equine,0
bohemian,1
loony,0
cobbler,0
quiescent,0
girdle,1
smatter,0
bodice,0
tuxedo,0
trite,0
lockout,0
hygienic,0
decrepit,0
lazily,0
obstructive,0
unaccompanied,0
interventionist,0
ulcerative,0
conciliation,0
matrimonial,0
parlance,0
quieten,0
redevelop,0
hyphen,1
gaggle,0
unproven,0
gloriously,1
biometric,0
highbrow,0
immutable,0
duster,1
checkbook,0
equivocal,0
jihadist,0
unattainable,0
lectern,0
orchestration,0
dictation,1
clobber,0
ruse,0
decommission,0
horticultural,0
splay,0
epileptic,0
throwback,0
bunt,0
pate,0
cyber,0
heirloom,0
womanhood,1
anachronism,0
encampment,0
kudos,0
preheat,0
dinar,0
eventful,0
disown,0
pessimist,0
acrimonious,0
relativism,0
analytically,0
glyph,0
appreciably,0
unreported,0
jaunt,0
restorative,0
whirlpool,1
eke,0
actuary,0
thunderous,1
uninhibited,0
aggravation,0
suckle,0
precipice,1
breathlessly,0
latte,0
moribund,0
melatonin,0
stunningly,1
interwar,0
rephrase,0
wholemeal,0
shareowner,0
smock,1
bombshell,0
reflectance,0
preseason,0
exterminate,1
tacitly,0
motivator,0
serenade,1
rote,0
nonproliferation,0
idiocy,0
eave,0
panache,0
archeologist,0
dialectical,0
codification,0
brunette,0
blanch,1
titan,0
physiologist,0
regimental,0
redden,1
doctrinal,0
quandary,0
playgroup,0
croft,0
workaholic,0
rile,0
impersonation,0
ticker,0
ergonomic,0
diocesan,0
pelican,0
chipset,0
utilitarianism,0
complainant,0
seaboard,0
quietness,0
blastomere,0
gusto,0
currant,0
resuscitation,0
girder,0
substandard,0
orifice,1
erudite,0
voodoo,0
heartburn,0
realign,0
campfire,1
pushy,0
laudable,0
compendium,0
mercilessly,0
trinket,0
overleaf,0
habitable,0
condescension,0
curd,1
metrical,0
outrageously,0
fatherhood,0
chow,0
gaffe,0
promontory,0
impeccably,0
malignancy,0
dishonor,1
obstinate,1
confiscation,0
diamondback,0
unleaded,0
automaton,0
primeval,0
laity,0
snooze,0
sufficiency,0
cavalier,0
planetarium,1
sawdust,0
headless,1
chieftain,1
nonstandard,0
redouble,1
shrewdly,0
uncritical,0
stratigraphic,0
cremate,0
antiquarian,0
hypertext,0
dong,0
forebode,0
pneumatic,0
sportswear,0
ponderous,1
stewardess,1
unstressed,0
astrologer,0
assiduously,0
rudeness,0
ream,0
tubule,0
irrelevance,0
tranquilizer,0
attentively,0
sax,0
frieze,0
commandeer,0
partridge,1
snobbery,0
freshen,0
skunk,1
idiomatic,1
tactful,1
morgue,0
implacable,0
chiffon,0
immortalize,0
credo,0
embitter,0
fairground,0
lotus,1
breather,0
salami,0
pox,0
haughty,1
hypothermia,0
misdeed,0
interment,0
amen,1
jangle,1
brackish,0
rootstock,0
regent,1
renter,0
irreplaceable,0
toot,0
showy,1
meow,0
honk,0
journeyman,0
crèche,0
silverware,0
workmate,0
arranger,0
hilt,1
weirdly,0
desiccation,0
extrapolation,0
roundly,0
decoy,1
inculcate,0
puree,1
interoperability,0
ascetic,0
vestibule,0
steadfastly,0
urinate,0
crewman,0
hedonism,0
kilt,0
gluten,0
payday,0
motorize,0
extinguisher,0
laterally,0
perversion,0
lollipop,0
vehement,1
unseat,0
choppy,0
addendum,0
bloodless,0
betterment,0
positivist,0
twitter,1
reveler,0
irrepressible,0
palazzo,0
liven,0
blower,0
skit,0
valor,1
sculptural,0
lathe,0
recoverable,0
wanderer,1
travail,1
tumult,1
anus,0
aphorism,0
bungle,0
beau,0
fastball,0
concord,1
outwards,0
taster,0
racy,0
evacuee,0
opacity,0
underperform,0
newscast,0
stupendous,1
ladle,0
wildness,0
burp,0
goblet,1
escapade,0
homophobic,0
distillery,0
atonement,1
scoreboard,1
hunker,0
guesthouse,0
thingy,0
infirm,1
heparin,0
percolate,0
nosy,0
pectoral,0
aegis,0
uncharacteristically,0
marginalization,0
uncharacteristic,0
decorum,0
animator,0
deductive,0
jitter,0
sleet,1
cannibalism,0
shrinkage,0
polyphony,0
latrine,0
canary,1
transcriber,0
millisecond,0
tripartite,0
shipper,0
whet,1
interpolate,0
nauseate,0
abysmal,0
reconvene,0
undifferentiated,0
atheism,0
excitable,1
swig,0
thereon,0
succulent,0
appetizer,0
tirade,0
internalization,0
fanaticism,0
bullock,0
adverbial,0
bridegroom,1
misnomer,0
dint,1
telex,0
pejorative,0
fizzy,0
nutmeg,0
misbehavior,0
duckling,0
puny,0
radiance,1
apologist,0
immeasurably,0
wellness,0
thereabout,0
cheesecake,0
demonstrable,0
hustler,0
penthouse,0
twinge,0
wether,0
seabed,0
kiddy,0
sarcastically,0
blankly,0
dank,0
trellis,0
dept,1
pharmacological,0
aimlessly,0
quaver,1
litigant,0
teethe,0
speechwriter,0
berserk,0
cornfield,1
beholder,0
receptacle,0
hatchet,1
hearse,0
indecency,0
gnarl,1
psychotherapist,0
bop,0
racecourse,0
ado,1
retinue,0
tern,0
shew,0
infantile,0
resuscitate,0
contra,0
reprise,0
cordially,1
windowsill,0
hast,1
unyielding,0
bipartisanship,0
obsessively,0
headstone,0
connote,0
goof,0
molt,0
slink,0
accost,0
contagion,0
interlink,0
preen,0
violator,0
dowry,0
felicity,1
denizen,0
provost,0
boatman,1
elope,0
checkup,0
vicarious,0
critter,0
venerate,0
cappuccino,0
farmyard,1
pusher,0
acquirer,0
canton,1
imitator,0
frothy,0
boundless,1
contravention,0
corkscrew,0
unaltered,0
avidly,0
unclean,1
declarative,1
voracious,0
spinster,1
insubstantial,0
easygoing,1
cosmological,0
probabilistic,0
sapling,1
acrobat,0
unlicensed,0
sodden,0
sociability,0
magnificence,1
boggle,0
phonetically,0
featureless,0
frankness,1
paragon,0
multiracial,0
prefect,0
overvalue,0
multicolored,0
adamantly,0
searchlight,0
whaler,0
liquidator,0
premeditate,0
attractor,0
admin,0
subcategory,0
rouge,1
heathen,1
quintet,0
poplar,1
unsung,0
outgrowth,0
punishable,0
gorse,0
bedevil,0
polygraph,0
covertly,0
proletarian,1
sedimentation,0
visor,0
commandant,0
masterly,1
neoconservative,0
anarchic,0
moldy,0
individualist,0
royalist,0
polemical,0
cloakroom,1
sheik,0
cynically,0
impressionable,1
argumentation,0
demonize,0
brocade,0
jubilant,0
phenomenological,0
authorial,0
fantastically,0
squelch,0
everytime,0
touchstone,0
toiletry,0
incrementally,0
joist,0
unzip,0
homophobia,0
backhand,0
jibe,0
underpay,0
scullery,0
euphoric,0
sheaf,1
invisibility,0
whomever,0
unbounded,0
physiotherapy,0
syndication,0
statuette,0
messianic,0
exorcize,0
dispassionate,0
outwit,0
rightness,0
shyly,1
kaleidoscope,0
reactivate,0
orthogonal,0
bludgeon,0
kickback,0
unscrew,0
perversely,0
southerly,0
subservient,0
extort,0
lilt,0
impound,0
steeple,1
determinedly,0
unaided,0
squall,1
symphonic,0
snog,0
nebulous,0
toolbar,0
collocation,0
gambit,0
bullpen,0
seatbelt,0
microbiology,0
hanker,0
devotional,0
supplementation,0
tenfold,0
minimization,0
uncontrollably,0
soya,0
venison,1
resplendent,0
orbiter,0
acuity,0
furtive,0
arty,0
headhunter,0
avoidable,1
anemic,0
unworkable,0
vilify,0
spinoff,0
infective,0
marshmallow,0
celibate,0
knighthood,1
doubter,0
metastasis,0
hubby,0
pedantic,0
reappraisal,0
loll,0
sensitively,0
bumble,0
commercialism,0
deconstruction,0
angelic,1
vengeful,0
tabulate,0
enhancer,0
lingo,0
underage,0
fireball,0
heft,0
aromatherapy,0
paratrooper,0
entreaty,1
unquestioned,0
sherd,0
thanksgiving,1
copulation,0
metaphoric,0
guesswork,1
grammatically,0
catamaran,0
tedium,0
nefarious,0
alertness,0
impolite,1
bottomless,1
irreconcilable,0
stopper,0
foursome,0
linoleum,1
sphinx,1
silken,1
spatially,0
interlace,0
hoover,0
dichotomous,0
handiwork,0
shoplift,0
concourse,0
lanky,0
midtown,0
enmesh,0
cobblestone,0
dovetail,0
surety,1
shitty,0
sarcophagus,0
omnipresent,0
irk,0
granular,0
actionable,0
customarily,0
exult,1
typescript,0
schoolhouse,1
disbursement,0
sheikh,0
quagmire,0
bard,0
embezzlement,0
newness,0
papacy,0
ingratiate,0
lactation,0
aphrodisiac,0
tuner,0
unabated,0
groupie,0
fricative,0
naively,0
onshore,0
disturbingly,0
genitalia,0
hellish,0
needlessly,0
paternalism,0
windsurfer,0
feverishly,1
videoconference,0
potentiality,1
muslin,1
canter,0
viaduct,0
capsize,0
rascal,1
windowless,0
weir,0
alderman,1
undaunted,1
wick,0
wannabe,0
vaudeville,1
abseil,0
degenerative,0
offbeat,0
sluice,0
staunchly,0
android,0
pucker,0
silage,0
passable,1
mushy,0
cogent,0
gargantuan,0
preeminent,0
redefinition,0
macrophage,0
shapely,0
horticulture,0
riser,0
coliseum,0
guardsman,0
birthright,1
unpalatable,0
profusely,0
stiletto,0
gory,0
cadaver,0
burr,1
apostrophe,1
playmate,1
explicate,0
chaste,1
apologetically,0
mineralogy,0
principality,1
tithe,1
candlestick,1
analgesic,0
spat,1
interrogative,1
ratchet,0
unobserved,0
teletext,0
slippage,0
nongovernmental,0
motorcade,0
shirk,0
nous,0
beater,0
yum,0
godly,0
polyphonic,0
forecourt,0
dapper,0
apolitical,0
rumple,0
undeterred,0
outrun,1
colonnade,0
outmode,0
retrenchment,0
collude,0
scoot,0
misstep,0
presumptuous,0
earthenware,1
hubbub,0
powerlessness,0
slosh,0
determiner,0
tannin,0
dissipation,0
doggedly,0
pyramidal,0
gaiety,1
toolkit,0
grovel,0
retriever,0
sequencer,0
aspirate,0
indescribable,1
clockwork,0
interpose,1
jasmine,0
unbridle,0
landfall,0
playboy,0
tawdry,0
hotbed,0
shire,0
colonoscopy,0
psychopath,0
romantically,0
hotdog,0
diachronic,0
constitutive,0
chasten,1
jittery,0
unholy,0
extrusion,0
gaily,1
hangout,0
retaliatory,0
meekly,0
banality,0
telltale,0
romanticize,0
supremacist,0
terra,0
psychoanalyst,0
scanty,1
usability,0
prostrate,1
toothache,1
stepson,0
broadside,0
revue,0
crucible,0
unpopularity,0
corporatist,0
yam,0
contemptuously,1
marinate,0
dualism,0
bandy,0
awning,1
masturbate,0
handball,0
conservatively,0
unkempt,0
inattention,0
proclivity,0
privation,0
willpower,0
unroll,1
fledge,0
auspicious,0
synaptic,0
sameness,0
barbarism,0
separatism,0
inhumane,0
deferential,0
cichlid,0
indoctrination,0
fucker,0
toenail,0
southerner,0
leper,0
bulldog,1
cranny,0
cacophony,0
proscribe,0
rejoinder,0
harmonica,0
truancy,0
slurp,0
bleacher,0
circumspect,0
glum,0
serpentine,0
imperious,1
fob,0
flaky,0
mailer,0
backseat,0
magnum,0
prim,0
wale,0
differentially,0
impersonate,0
retroactive,0
hyacinth,1
metabolite,0
shortness,1
jiggle,0
saxophonist,0
fritter,0
eta,0
wickedness,0
toffee,0
typhoid,1
functionary,0
unfocused,0
understudy,0
carousel,0
perky,0
humanize,0
audiovisual,0
propound,0
axiomatic,0
standalone,0
exploitative,0
rationalist,0
runny,0
newlywed,0
offside,0
parry,0
soulless,0
behemoth,0
vestry,0
deconstruct,0
misdirect,0
neuroscientist,0
welter,0
goer,0
handily,0
kickoff,0
franchisee,0
charmingly,0
phonetics,0
insignificance,0
gizmo,0
cheerfulness,1
haulage,0
artfully,0
attaché,0
burgle,0
pushchair,0
waterlog,0
conspiratorial,0
depository,0
vaunted,0
uninitiated,0
septic,0
hysterectomy,0
bib,0
chargeable,0
peseta,0
opinionated,0
midland,1
balmy,1
bootstrap,0
attentional,2
grainy,0
esophageal,0
unguarded,0
overshoot,0
foolproof,0
hooray,0
detachable,0
stockist,0
gridlock,0
wile,0
soma,0
rankle,0
commendation,1
unwary,0
earnestness,1
dyadic,0
irrationality,0
lintel,0
chink,0
ardor,1
belle,1
professorship,0
apace,1
unsupervised,0
saintly,0
auteur,0
economize,1
lather,0
stonework,0
steed,1
gob,0
doodle,0
angina,0
programmatic,0
begrudge,0
underpants,0
miniseries,0
wherewithal,0
imperfectly,0
scoundrel,1
rapprochement,0
postmaster,1
repudiation,0
toothpick,0
turbo,0
aster,0
topless,0
wildflower,0
encrust,0
halftime,0
ballgame,0
environmentalism,0
emaciate,0
moviegoer,0
pathetically,1
outlast,0
reprehensible,0
delimit,0
upholster,0
consular,1
octagonal,0
unattached,0
bulldoze,0
authoritarianism,0
ulceration,0
baronet,1
specialism,0
countervail,0
rueful,0
teak,0
impale,0
postmodernism,0
dereliction,0
restatement,0
thrifty,1
hyperlink,0
tapa,0
superstructure,0
irreparable,0
hereabout,0
omega,1
racehorse,0
smallish,0
follicular,0
scriptural,0
innkeeper,1
hazelnut,0
ceaseless,1
stasis,0
towpath,0
hauler,0
marshland,0
creole,1
coupe,0
sidle,0
warbler,0
disenchant,0
banknote,1
slush,0
teacup,1
unbearably,0
impracticable,1
radiologist,0
mulberry,1
sailboat,0
trounce,0
uninvited,0
sideshow,0
peppermint,0
unabashed,0
curvilinear,0
honeycomb,1
whiten,1
overcharge,0
promiscuity,0
blotch,0
encyclopedic,0
mallet,0
retool,0
garter,1
exclusionary,0
weirdo,0
irresponsibility,0
verdant,0
barrio,0
planar,0
vendetta,0
infraction,0
riches,1
showpiece,0
exhaustively,0
estrangement,0
leasehold,0
reclusive,0
unrepentant,0
religiosity,0
toggle,0
unflattering,0
infinitesimal,0
flotilla,0
pasty,0
panther,1
mainline,0
anesthetize,0
disequilibrium,0
bibliographical,0
knitwear,0
lexicography,0
backbencher,0
overkill,0
plaintive,1
diphthong,0
celluloid,1
morphologically,0
variegate,0
jaunty,0
fairytale,1
postmark,0
imp,1
alveolar,0
ricochet,0
earthwork,0
homily,0
unjustly,0
contentedly,0
personable,0
senatorial,0
subliminal,0
chaff,1
recompense,1
whey,0
redness,0
hank,0
scion,0
courgette,0
barbershop,0
ostensible,0
unprofessional,0
draftsman,0
lithe,0
diskette,0
glitzy,0
digress,0
iffy,0
ostentatious,0
climactic,0
prescient,0
soapy,0
unrestrained,0
modicum,0
immaculately,0
mecca,0
gunpoint,0
yearlong,0
trawler,0
vicarage,0
croissant,0
ageism,0
abominable,1
earthling,0
nonhuman,0
implosion,0
hysterically,0
fullback,0
citrate,0
uncommonly,0
flunk,0
cosmonaut,0
atone,1
reevaluate,0
subjectively,0
saffron,1
dynamical,0
genealogical,0
fielder,1
debrief,0
divinely,0
snapper,0
bookmaker,0
verifiable,0
salvo,0
phosphorylation,0
skimpy,0
intransigence,0
perilously,0
profanity,0
changer,0
bairn,0
tatty,0
jealously,0
propagandist,0
isotropic,0
heartbroken,0
artiste,0
floss,0
valuer,0
oilfield,0
holidaymaker,0
diuretic,0
blackjack,0
transcendence,0
jogger,0
almanac,1
toothless,0
shamelessly,0
historicism,0
changeover,0
surrealist,0
jazzy,0
ungainly,0
impassable,0
indefatigable,0
incise,0
frisson,0
brainy,0
discoverer,1
heckle,0
modulus,0
meme,0
blustery,0
disavow,0
unperturbed,0
lair,0
disaffection,0
replant,0
rambler,0
premonition,0
copse,0
swordfish,0
decoder,0
forgetful,1
parallelism,0
quill,1
regretfully,0
innards,0
vulgarity,0
beachfront,0
deadpan,0
lacy,0
secularist,0
heretical,0
grandly,1
spillover,0
harpsichord,1
pragmatically,0
urbane,0
distantly,0
corona,1
inexhaustible,1
concierge,0
earphone,1
spiteful,0
suss,0
flipper,0
titillate,0
unscientific,0
showman,0
hobbit,0
redolent,0
rime,0
chaser,0
framer,0
culpable,0
provisionally,0
sewerage,0
escrow,0
crisply,1
consummation,0
javelin,1
unfathomable,0
airfare,0
monogamous,0
curt,0
scud,0
morass,0
unsubstantiated,0
jubilee,1
interjection,1
enforcer,0
forewarn,0
omniscient,0
undamaged,0
retrofit,0
despondent,0
glib,0
epidural,0
funder,0
undated,0
synergistic,0
predominately,0
delirious,1
committal,0
cobra,1
vivacious,0
bookmark,0
carat,1
oldie,0
homeownership,0
repossess,0
spaniel,1
restaurateur,0
bulkhead,0
ebullient,0
waveform,0
porpoise,0
encumber,1
whitewater,0
lateness,0
lop,0
teaser,0
phenomenology,0
narcissism,0
renunciation,0
alphabetically,0
archery,1
bimbo,0
padre,0
daub,0
sanitize,0
prejudicial,0
veneration,0
rapt,1
outbound,0
unrecognizable,0
morose,1
coterie,0
prodigal,1
circadian,0
saboteur,0
lustrous,0
ruminate,0
presentable,0
corroboration,0
capitulation,0
wank,0
unknowingly,0
dragonfly,1
unpleasantness,0
truant,1
coachman,1
gradation,1
playfulness,0
unaffiliated,0
refutation,0
interactivity,0
joiner,0
augur,0
copycat,0
epidemiologist,0
affordability,0
deservedly,0
undeclared,0
kimono,0
lute,0
crinkle,0
newsgroup,0
easement,0
buster,0
bicep,0
illegitimacy,0
slider,0
transparently,0
quickness,0
togetherness,0
augmentation,0
unwashed,0
immaturity,0
delectable,0
raiser,0
pointy,0
treatable,0
sellout,0
wrack,0
tactfully,0
ferociously,0
docket,0
dicey,0
helpline,0
